REALINC,WRKSTAT,WRKSLF,WRKGOVT,OCC10,PRESTG10,PRESTG105PLUS,MARITAL,PAWRKSLF,SIBS,CHILDS,AGE,EDUC,MAEDUC,DEGREE,MADEG,SEX,RACE,RES16,REG16,MOBILE16,FAMILY16,MAWRKGRW,INCOM16,BORN,PARBORN,GRANBORN,HOMPOP,BABIES,PRETEEN,TEENS,ADULTS,EARNRS,REGION,SRCBELT,SIZE,PARTYID,PRES16,POLVIEWS,NATROAD,CAPPUN,COURTS,RELIG,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,RELIG16,FUND16,BIBLE,HAPPY,WEEKSWRK,CLASS,PHONE,TVHOURS,GOD,REBORN,SAVESOUL,RELPERSN,SPRTPRSN
44178.75,3,2,1,2310,61,85,3,2,2,1,36,19,15,4,2,2,1,6,3,3,3,1,3,1,0,0,1,0,0,0,1,1,8,5,53,0,0,4,2,1,2,1,1,3,2,0,5,1,1,2,1,40,2,3,1,5,2,2,3,2
29452.5,1,2,2,910,45,60,1,2,1,0,31,16,16,3,3,2,1,3,8,2,1,1,4,1,0,0,2,0,0,0,1,2,8,5,53,6,0,5,2,1,3,1,2,3,2,1,4,1,3,3,2,52,3,3,3,6,2,2,3,1
29452.5,1,2,1,630,47,59,1,2,3,1,40,16,12,3,1,2,1,1,2,3,1,2,3,1,0,0,4,0,1,0,1,2,8,5,53,4,0,6,1,1,2,1,1,7,1,1,1,1,1,1,2,52,2,3,1,6,1,1,2,2
2945.25,7,2,2,2320,64,91,1,2,2,1,26,14,16,2,3,2,1,4,8,3,1,1,3,1,0,0,4,1,0,0,1,1,8,5,53,4,0,5,2,1,2,1,1,7,1,1,1,1,1,2,1,0,1,3,2.898961068615139,6,1,2,1,1
53550,1,2,2,6200,49,63,1,2,4,1,37,12,12,1,1,1,1,3,8,2,1,1,4,1,0,0,5,0,1,1,1,2,8,5,4,5,0,4,3,1,2,4,3,0,4,1,6,4,3,1,3,26,2,2,2.898961068615139,6,2,2,3,3
36146.25,6,2,1,9830,62,76,1,2,3,1,35,15,16,1,3,1,1,6,9,3,1,2,1,1,0,3,2,0,0,0,1,3,8,5,4,3,0,4,1,1,2,2,2,3,1,1,6,2,2,2,2,32,3,2,3,4,2,2,2,2
44178.75,1,1,2,4850,45,55,1,2,6,1,58,19,12,4,1,1,1,4,7,3,3,1,3,1,0,1,2,0,0,0,1,2,8,5,4,1,0,3,1,1,1,2,2,7,1,1,1,2,2,3,2,52,3,3,4,6,2,1,1,1
29452.5,1,2,2,740,33,28,1,2,3,1,55,15,9,3,0,2,1,5,0,3,1,1,3,2,8,4,2,0,0,0,1,2,8,5,4,2,0,2,2,1,2,1,3,5,2,1,5,1,2,2,1,52,3,3,1,6,2,1,3,3
24097.5,1,2,2,3500,69,88,3,2,0,1,35,15,12,1,1,2,1,3,8,1,3,1,3,1,0,0,1,0,0,0,1,1,8,5,4,4,0,4,2,1,2,1,3,2,2,0,3,4,3,2,1,29,3,6,0,6,2,2,3,2
29452.5,1,2,1,1007,63,80,2,2,2,0,32,19,16,4,3,1,1,3,8,1,1,1,3,1,0,0,1,0,0,0,1,1,8,5,4,6,0,7,1,1,2,1,3,0,2,1,1,1,3,2,2,52,3,3,2,6,2,2,4,3
11379.375,7,2,2,5020,31,21,1,2,6,1,62,12,12,1,1,2,1,4,4,3,1,1,3,1,0,1,2,0,0,0,1,0,8,5,4,4,0,6,2,2,2,2,2,4,1,1,1,2,2,2,1,0,1,3,2.898961068615139,6,2,2,1,1
20081.25,1,1,2,4965,31,26,2,1,6,0,49,14,12,2,1,2,1,1,4,1,1,1,4,1,0,0,1,0,0,0,1,1,4,6,1,5,0,4,1,1,2,11,2,1,1,1,2,2,2,2,2,52,2,3,1,5,2,2,2,3
146153.66858505,1,1,2,205,46,58,1,2,4,1,56,15,8,4,0,1,1,2,4,1,1,1,1,1,0,0,1,0,0,0,1,1,4,6,1,5,0,4,1,2,2,1,3,1,1,2,2,1,3,2,1,52,2,3,2.898961068615139,6,2,2,2,2
36146.25,1,2,2,6740,42,34,1,2,5,1,50,12,10,1,0,2,1,3,3,3,1,1,2,1,0,0,2,0,0,1,1,1,4,6,1,2,0,4,1,1,2,1,1,2,2,1,2,1,1,2,2,52,2,3,1,6,1,1,2,2
14726.25,1,2,1,2010,54,68,1,0,4,1,44,12,12,1,1,2,1,3,4,3,5,2,2,1,0,2,3,0,0,1,1,2,4,6,0,1,0,4,1,1,2,1,1,5,1,1,2,1,1,1,1,52,2,3,1,3,2,2,3,3
4819.5,7,1,2,4510,36,27,1,1,3,1,60,12,12,1,1,2,1,3,4,1,1,1,3,1,0,1,2,0,0,0,1,0,4,6,0,1,0,6,3,1,2,1,2,2,2,1,1,1,2,1,2,0,1,3,10,6,1,2,2,2
20081.25,1,2,2,6250,38,23,5,2,2,1,39,12,12,1,1,1,1,3,4,1,1,1,2,1,0,0,1,0,0,0,1,1,4,6,4,4,0,4,1,1,2,1,2,2,2,1,5,1,2,1,3,35,2,3,2.898961068615139,5,2,2,3,3
74970,6,1,2,430,39,42,1,2,0,0,19,14,13,1,0,2,1,3,4,1,3,1,4,2,0,0,3,0,0,0,1,3,4,6,4,7,0,3,2,2,1,1,3,3,2,1,2,1,3,3,1,52,3,3,1,6,2,2,2,1
29452.5,8,2,1,3255,64,87,1,2,3,1,56,16,12,3,1,1,1,4,7,3,3,1,3,1,0,1,4,1,0,1,1,1,4,6,4,2,0,6,3,1,2,1,3,4,2,1,2,1,3,2,2,0,2,3,2,5,2,2,3,2
29452.5,1,2,2,5850,32,21,1,1,7,1,54,10,8,0,0,1,1,2,4,2,1,2,2,1,0,0,4,0,0,0,1,3,4,6,0,5,0,6,1,1,2,1,1,4,2,1,5,1,1,1,2,52,2,3,3,6,2,2,2,2
7363.125,1,1,2,7200,45,50,1,1,4,1,43,10,8,0,0,1,1,2,4,1,1,1,2,1,0,2,2,0,0,0,1,2,4,6,0,4,0,4,1,1,2,1,2,4,1,1,4,1,2,1,2,52,1,3,4,6,1,1,2,3
17403.75,1,2,2,7340,44,50,1,1,4,0,46,11,12,0,1,1,1,2,4,1,1,2,1,1,0,0,2,0,0,0,1,2,4,6,0,4,0,3,1,1,3,4,3,0,4,2,2,1,2,2,2,52,2,3,5,3,2,2,4,4
17403.75,2,2,1,430,39,42,1,2,4,1,61,12,12,1,1,2,1,3,4,2,1,1,1,1,0,0,2,0,0,0,1,2,4,6,0,0,0,2,1,2,2,1,1,2,2,1,4,1,1,2,2,4,2,3,6,5,2,2,3,3
12718.125,8,2,2,2010,54,68,3,0,6,1,62,16,12,3,1,1,1,3,3,3,5,2,1,1,2,2,2,0,0,0,1,2,4,6,0,2,0,4,1,1,2,1,1,7,1,0,1,2,2,2,3,0,2,3,4,3,1,1,2,2
14726.25,1,2,2,6050,27,18,1,2,3,1,53,12,12,1,1,1,1,5,3,2,1,2,3,1,0,2,2,0,0,0,1,1,3,6,0,3,0,4,1,1,3,4,3,0,4,1,6,4,3,3,1,52,2,3,2,3,2,2,4,3
36146.25,5,2,2,5630,34,26,1,2,3,1,72,14,12,2,1,1,1,5,3,2,1,1,2,1,0,4,2,0,0,0,1,0,3,6,7,6,0,6,2,1,3,2,2,6,2,1,2,2,2,2,1,0,3,3,2.898961068615139,6,2,1,2,2
12718.125,1,2,2,4810,47,61,3,2,14,1,48,14,14,2,2,2,1,3,3,2,2,1,2,1,0,0,2,0,0,1,1,1,3,6,7,5,0,5,2,2,2,1,1,2,2,1,2,1,1,2,3,52,1,1,2,6,1,1,2,2
14726.25,2,2,2,4760,31,18,5,2,1,0,71,15,11,2,0,2,1,3,3,1,1,1,3,1,0,0,1,0,0,0,1,1,3,6,7,2,0,4,1,2,3,1,3,7,1,1,1,1,1,2,3,52,3,3,2.898961068615139,6,1,1,1,1
36146.25,1,2,1,10,72,90,1,2,2,1,49,12,10,1,0,1,1,3,3,1,1,1,3,1,0,0,3,0,0,0,1,2,3,6,1,4,0,4,1,2,2,2,2,5,1,1,2,2,2,1,2,52,3,3,2,6,2,2,1,1
44178.75,8,2,1,5520,32,24,4,2,3,1,36,13,14,1,1,2,1,1,4,1,1,1,3,1,0,0,4,0,0,1,1,2,4,6,0,3,0,4,1,1,2,1,1,0,2,2,1,1,1,2,2,0,1,6,2.898961068615139,6,1,1,2,2
20081.25,1,2,1,9720,32,20,1,2,3,1,56,12,7,1,0,1,1,2,4,1,1,1,1,1,0,0,2,0,0,0,1,2,4,6,0,1,0,4,2,1,2,1,1,2,2,1,5,1,1,3,2,52,2,3,2.898961068615139,6,1,2,2,2
24097.5,5,2,1,5550,45,51,1,1,1,1,60,12,12,1,1,1,1,2,4,1,3,1,3,1,0,0,3,0,0,0,1,1,4,6,0,2,0,3,1,1,1,1,3,2,2,1,5,1,3,2,3,0,2,3,2,5,2,2,3,3
36146.25,1,2,1,5000,46,54,1,1,3,1,57,12,12,1,1,2,1,2,4,1,1,1,3,1,0,0,2,0,0,0,1,2,4,6,0,0,0,4,1,1,2,1,1,7,1,1,1,1,1,1,1,52,2,3,2,6,1,1,2,2
11379.375,2,2,2,6260,28,23,5,1,3,1,24,14,12,1,1,1,1,1,4,1,3,1,4,1,0,0,3,0,0,0,1,0,4,6,0,4,0,5,2,1,2,1,1,3,1,1,2,1,1,1,1,0,2,3,1,6,1,1,2,1
4819.5,5,2,2,6515,36,34,3,1,5,1,62,12,8,1,0,1,1,3,4,2,1,1,3,1,0,0,1,0,0,0,1,0,4,6,0,3,0,4,2,1,2,4,3,0,4,1,6,4,3,1,2,0,1,3,9,6,1,1,1,4
10040.625,5,2,2,7430,33,23,3,1,0,1,60,14,8,2,0,1,1,2,4,2,1,2,2,1,0,0,3,0,0,0,1,0,4,6,0,1,0,4,2,1,1,1,1,0,2,1,4,1,1,3,2,0,2,3,6,6,2,2,3,3
4016.25,5,1,2,6730,41,43,3,1,5,0,74,12,14,1,2,1,1,3,8,3,1,2,1,1,0,0,1,0,0,0,1,1,4,6,1,0,0,2,1,2,2,1,1,1,2,2,6,1,1,3,1,0,3,3,6,2,2,1,4,4
17403.75,2,2,2,5160,39,29,3,1,4,1,68,12,7,1,0,2,1,2,4,1,1,2,1,1,0,0,1,0,0,0,1,1,4,6,1,5,0,6,1,1,2,1,3,7,2,1,2,1,1,1,2,52,2,3,6,6,1,1,2,2
53550,1,2,2,50,53,73,1,1,3,1,49,16,16,3,3,1,1,2,4,1,1,2,3,1,0,0,3,0,0,0,1,3,4,6,1,5,0,6,1,1,2,1,1,8,1,1,1,1,1,1,1,52,3,3,2.898961068615139,6,1,1,1,1
36146.25,7,2,2,5010,25,12,1,2,7,1,66,12,8,1,0,2,1,4,5,3,1,2,4,1,0,3,2,0,0,0,1,1,4,6,1,5,0,6,1,1,2,1,1,0,2,1,1,1,2,1,2,0,2,3,8,6,1,1,2,2
53550,1,1,2,9130,35,29,1,1,3,1,49,12,9,1,0,1,1,2,4,3,1,1,3,1,0,0,2,0,0,0,1,2,4,6,1,2,0,4,3,1,2,1,3,0,2,0,6,1,3,2,2,52,2,3,3,4,2,2,4,4
29452.5,1,2,2,7260,33,27,1,2,3,1,47,12,12,1,1,1,1,2,4,1,1,2,3,1,0,0,4,0,0,0,1,3,4,6,1,2,0,4,1,1,2,4,3,0,4,1,6,1,1,2,2,52,2,3,3,2,2,2,4,4
14726.25,7,2,2,7710,44,47,2,2,2,1,78,12,12,1,1,2,1,3,9,3,8,2,2,1,0,0,1,0,0,0,1,0,4,6,1,0,0,1,1,1,3,1,1,3,2,1,1,1,2,2,2,0,4,3,2.898961068615139,6,2,1,1,1
24097.5,1,2,1,3800,40,39,3,2,5,1,41,12,12,1,1,1,1,1,3,1,1,2,2,1,0,0,2,0,0,1,1,1,3,6,1,0,0,6,1,1,2,1,1,5,1,1,2,1,1,1,2,52,2,3,1,6,1,1,2,2
20081.25,1,2,2,1540,47,64,5,2,1,0,35,14,12,2,1,1,1,3,4,3,1,1,3,1,0,0,1,0,0,0,1,1,3,6,1,2,0,3,1,1,3,4,3,0,4,2,6,1,2,3,2,52,2,3,3,3,2,2,4,3
24097.5,1,2,1,2550,50,66,3,2,1,1,35,18,12,4,1,2,1,1,3,1,1,1,3,1,0,0,4,1,1,0,1,2,3,6,1,0,0,5,2,1,2,1,1,5,3,1,2,1,1,1,2,12,2,3,2.898961068615139,6,1,1,2,2
24097.5,1,2,2,7750,35,26,1,2,1,0,26,12,12,1,1,2,1,3,3,1,1,1,4,1,0,0,2,0,0,0,1,2,3,6,2,5,0,4,2,1,2,4,3,1,4,2,5,4,3,1,1,52,2,3,3,6,2,1,3,3
53550,1,2,2,3255,64,87,1,2,2,1,34,15,12,2,1,2,1,1,3,1,1,1,3,1,0,0,6,1,1,0,1,2,3,6,2,3,0,3,2,1,2,1,2,5,2,1,5,1,2,2,2,52,3,3,2,6,1,2,3,3
44178.75,1,2,1,5840,38,34,1,2,12,1,54,12,8,1,0,2,1,2,3,1,1,2,2,1,0,0,4,1,0,0,1,2,3,6,2,1,0,4,1,1,2,1,1,7,3,1,2,1,1,1,2,52,2,6,2,5,1,1,1,1
53550,1,2,2,5410,33,23,1,2,1,1,31,18,12,3,1,2,1,3,3,2,3,1,4,1,0,0,3,1,0,0,1,2,3,6,2,2,0,3,2,1,2,1,2,4,3,1,2,1,1,2,1,52,2,3,2.898961068615139,5,1,1,2,3
29452.5,7,2,2,7950,40,32,1,2,7,1,63,8,8,0,0,2,1,2,3,1,1,1,1,1,0,0,2,0,0,0,1,0,3,6,2,3,0,2,1,1,2,4,3,0,4,2,1,4,3,1,1,0,3,3,5,6,2,2,2,2
36146.25,3,2,2,3600,48,50,1,2,3,1,25,15,11,2,1,2,1,3,3,1,1,1,3,1,0,0,3,1,0,0,1,3,3,6,2,1,0,4,2,1,2,4,3,0,4,0,5,1,1,2,2,52,2,3,5,6,2,2,2,2
29452.5,1,2,2,4250,37,33,1,2,4,1,47,16,12,2,1,1,1,6,5,3,1,1,2,1,0,0,2,0,0,0,1,2,3,6,1,1,0,4,2,1,2,1,1,0,1,0,5,1,1,2,2,52,2,3,2.898961068615139,6,1,1,1,3
6024.375,5,2,2,6200,49,63,2,2,4,1,75,11,8,0,0,1,1,2,6,3,1,2,1,1,0,0,2,0,0,0,1,0,3,6,1,0,0,4,2,1,2,4,3,3,4,1,2,2,2,1,3,0,2,3,2,6,2,1,3,1
11379.375,1,2,2,6130,29,19,1,2,5,1,31,11,12,0,1,1,1,1,3,1,1,1,2,1,0,0,6,1,1,1,1,2,3,6,1,0,0,4,3,2,2,4,3,2,4,1,6,1,2,1,2,48,2,3,4,6,2,2,4,4
29452.5,1,2,1,3800,40,39,1,2,3,1,52,12,12,1,1,1,1,1,3,2,1,1,3,1,0,2,2,0,0,0,1,2,3,6,5,0,0,6,1,1,2,2,2,2,2,0,4,2,2,3,1,52,2,3,2,3,2,2,3,3
24097.5,5,2,2,8060,39,37,5,1,4,0,70,12,7,1,0,1,1,3,3,2,1,2,3,1,0,1,2,0,0,0,1,1,3,6,5,6,0,6,1,1,3,2,2,7,1,1,2,2,2,2,2,0,3,2,6,4,2,2,2,3
3480.75,5,2,2,9130,35,29,2,1,5,1,89,8,8,0,0,1,1,2,3,1,1,2,2,1,0,4,1,0,0,0,1,0,3,6,5,1,0,6,2,1,3,2,2,1,2,1,1,2,2,1,3,0,2,3,8,6,1,1,3,2
12718.125,5,2,2,6050,27,18,1,1,7,1,45,12,12,1,1,1,1,2,3,1,1,1,3,1,0,0,2,0,0,0,1,1,3,6,2,3,0,7,1,2,2,1,1,8,1,1,1,2,2,1,3,0,1,6,1,6,1,1,1,1
64260,1,1,2,6200,49,63,1,2,3,1,40,12,12,1,1,1,1,2,3,1,1,1,3,1,0,0,5,0,1,0,1,2,3,6,2,5,0,7,2,1,2,2,2,2,2,1,2,1,3,2,2,51,2,2,2.898961068615139,4,2,1,3,2
8701.875,1,1,2,205,46,58,2,1,1,1,74,12,8,1,0,1,1,2,3,1,1,2,3,1,0,1,1,0,0,0,1,0,3,6,2,3,0,4,1,2,3,2,2,7,1,0,1,2,2,1,1,52,2,3,2.898961068615139,6,1,2,2,2
74970,1,1,2,205,46,58,1,1,0,1,65,12,12,1,1,1,1,2,3,1,1,1,1,1,0,2,2,0,0,0,1,2,3,6,2,5,0,5,1,2,2,1,2,4,1,2,2,1,2,1,1,52,2,3,2.898961068615139,6,2,2,2,2
4819.5,2,2,2,4040,32,21,5,1,3,1,22,13,14,1,1,2,1,3,3,2,1,1,3,1,0,2,2,1,0,0,1,1,3,6,1,1,0,4,2,2,1,1,2,1,2,1,5,1,2,3,2,20,2,3,2,6,2,2,4,4
36146.25,1,2,2,8220,44,47,1,1,3,1,53,12,12,1,1,1,1,1,3,1,1,1,3,1,0,0,2,0,0,0,1,2,3,6,1,2,0,4,3,1,3,2,2,7,1,1,2,1,3,2,1,52,2,3,2.898961068615139,6,2,2,2,3
24097.5,3,1,2,4700,38,39,1,1,10,1,54,13,10,1,0,2,1,3,3,2,1,2,2,1,0,1,2,0,0,0,1,2,3,6,1,0,0,3,1,1,3,2,2,2,1,1,1,2,2,1,2,30,2,3,2.898961068615139,6,1,2,1,1
12718.125,1,2,2,3600,48,50,3,2,6,1,64,12,12,1,1,2,1,3,3,3,1,1,2,1,0,0,1,0,0,0,1,1,3,6,1,3,0,5,1,1,3,2,2,1,2,1,2,2,2,2,1,52,2,1,2.898961068615139,5,2,2,2,2
20081.25,1,2,2,410,41,44,5,2,1,1,36,12,12,1,1,1,2,3,5,2,3,1,1,1,0,0,6,0,0,0,1,0,5,5,8,1,0,3,2,1,3,1,1,5,2,2,2,1,1,1,3,52,1,3,2.898961068615139,5,2,2,3,3
29452.5,1,2,2,5240,31,20,5,0,0,0,31,15,16,1,3,1,1,3,5,2,5,1,3,1,0,0,3,0,0,0,1,1,5,5,8,2,0,3,2,2,3,4,3,3,4,0,5,1,1,2,2,52,3,3,4,3,2,2,3,3
146153.66858505,1,1,2,4850,45,55,1,2,3,1,34,20,14,4,1,1,1,3,5,1,1,1,3,1,0,0,3,1,0,0,1,2,5,5,8,6,0,6,2,1,3,1,1,4,3,1,4,1,1,2,1,52,3,3,2.898961068615139,6,1,1,2,2
24097.5,1,2,2,2630,46,56,3,2,3,1,38,15,9,1,1,2,1,4,5,2,2,2,2,1,0,0,3,0,1,1,1,1,5,5,8,6,0,6,2,1,2,1,1,8,1,1,1,1,1,2,1,52,3,6,1,6,1,1,1,1
53550,1,2,2,4700,38,39,1,2,7,1,47,14,9,1,0,2,2,2,5,1,8,1,2,1,0,0,4,0,0,0,1,4,5,5,4,0,0,4,1,1,2,1,1,5,2,1,2,1,1,2,2,52,3,3,3,6,1,2,2,2
74970,2,1,2,5120,45,48,1,1,4,1,81,12,16,1,3,2,1,2,5,3,1,1,3,1,0,0,8,0,1,1,1,6,5,5,4,5,0,7,2,1,3,1,2,8,1,1,1,1,1,2,1,52,3,6,0,6,1,1,1,1
14726.25,7,1,2,4760,31,18,1,1,9,1,54,9,9,1,1,2,1,5,5,2,3,2,4,1,0,0,3,0,0,0,1,2,5,5,4,0,0,7,3,1,1,1,1,7,1,1,1,1,1,1,2,52,2,3,3,6,2,1,1,1
53550,1,2,2,8810,32,20,5,0,9,0,21,11,12,1,1,2,2,3,5,1,5,1,2,1,0,0,3,0,0,0,1,3,5,3,20,3,0,3,1,1,2,4,3,0,4,1,2,4,3,2,2,52,2,3,4,6,2,2,4,3
14726.25,2,2,2,6050,27,18,3,2,6,1,31,11,8,0,0,1,1,6,5,2,1,2,2,1,0,0,4,0,0,0,1,2,5,3,20,3,0,4,1,1,2,1,1,3,3,1,3,1,1,2,2,48,2,3,2.898961068615139,5,1,1,2,2
14726.25,8,2,2,4710,48,58,5,2,4,0,52,16,12,3,1,1,1,3,5,1,1,1,4,1,0,0,1,0,0,0,1,0,5,3,20,3,0,2,1,1,1,1,1,0,1,1,2,1,1,2,2,0,3,3,5,6,2,2,2,3
10040.625,1,2,2,1107,48,62,5,0,11,0,19,12,8,1,0,2,1,3,5,1,7,2,2,1,0,0,2,0,0,0,1,1,5,3,20,3,0,6,1,2,2,1,1,8,1,1,1,1,1,2,2,36,2,3,0,6,1,1,2,2
29452.5,1,2,1,6200,49,63,1,2,1,1,35,12,10,1,0,1,1,3,5,2,1,1,2,1,0,0,5,0,1,1,1,2,5,6,4,3,0,4,1,1,2,1,1,5,2,2,2,1,1,2,2,52,2,3,2.898961068615139,6,1,1,2,2
29452.5,5,2,2,530,42,51,1,2,3,1,67,14,8,2,0,2,1,3,5,2,1,1,3,1,0,0,2,0,0,0,1,0,5,6,4,0,0,3,1,2,2,1,3,7,1,1,1,1,3,2,1,0,2,3,1,6,1,1,2,2
7363.125,1,2,2,8420,25,10,5,0,4,0,29,13,12,1,1,1,1,3,5,1,7,2,1,1,0,0,1,0,0,0,1,1,5,6,4,2,0,4,2,2,2,2,2,5,1,0,6,2,2,2,3,26,2,3,4,3,2,2,2,4
29452.5,7,2,2,3600,48,50,1,0,1,1,52,9,11,1,0,2,1,3,5,2,5,2,3,1,0,0,5,0,1,0,1,2,5,5,8,5,0,6,1,1,2,1,1,8,1,1,1,1,1,1,3,0,3,3,6,6,1,1,1,1
14726.25,7,2,2,7750,35,26,1,2,2,1,35,12,9,1,0,1,2,1,5,1,1,1,3,1,0,0,4,0,1,0,1,1,5,5,8,0,0,4,2,2,2,1,2,8,1,0,2,1,1,2,2,0,2,3,5,6,2,2,2,2
4016.25,5,2,2,7700,50,62,2,0,8,1,54,12,12,1,1,1,1,3,5,1,7,1,2,1,0,0,1,0,0,0,1,0,5,5,10,4,0,6,1,1,2,1,1,7,1,1,1,1,1,1,3,0,2,3,2.898961068615139,6,1,1,1,1
17403.75,1,2,1,340,42,44,5,2,2,1,44,16,12,3,1,2,1,1,5,1,0,1,3,1,0,0,2,0,0,1,1,2,5,5,10,0,0,3,2,1,2,1,1,8,1,1,2,1,1,2,2,52,3,3,2.898961068615139,6,1,1,2,1
44178.75,5,2,1,3255,64,87,1,2,4,1,55,16,10,2,1,2,1,2,5,1,1,2,4,1,0,0,3,0,0,1,1,1,5,5,10,3,0,5,2,1,2,1,1,7,1,1,2,1,1,2,2,52,2,3,2.898961068615139,6,1,1,1,1
4819.5,5,2,2,9130,35,29,3,2,4,1,69,14,3,1,0,1,1,3,6,3,1,2,4,1,0,0,1,0,0,0,1,0,5,5,10,2,0,4,3,1,2,1,1,2,2,1,5,1,1,1,3,0,3,3,6,6,1,2,2,2
1874.25,1,2,2,4720,28,16,4,2,3,1,56,7,9,0,0,2,1,1,5,1,1,1,3,1,0,0,1,0,0,0,1,1,5,5,10,3,0,7,1,1,2,1,1,1,1,1,2,1,1,1,2,52,2,3,2.898961068615139,6,1,1,3,3
44178.75,1,2,2,5240,31,20,1,0,6,1,46,13,10,1,0,2,1,2,6,3,8,2,1,1,0,0,2,0,0,0,1,2,5,5,7,5,0,4,1,1,2,1,1,8,2,1,2,1,2,2,2,52,2,3,1,6,1,1,2,2
36146.25,1,1,2,220,53,75,1,2,2,1,50,17,9,3,0,1,1,5,5,2,1,1,3,1,0,0,6,1,0,1,1,5,5,5,7,4,0,6,1,1,2,1,1,4,2,1,1,1,1,1,1,45,3,6,2,6,1,1,2,1
20081.25,7,2,2,8460,33,26,1,2,4,1,66,12,7,1,0,2,1,1,5,1,1,2,3,1,0,0,2,0,0,0,1,1,5,5,7,3,0,6,1,1,2,1,1,7,1,1,2,1,2,1,1,0,2,3,3,6,2,2,1,1
36146.25,1,2,2,220,53,75,5,2,2,0,19,12,13,1,1,1,1,1,4,1,1,2,3,1,0,0,3,0,0,0,1,3,5,5,7,2,0,4,2,1,3,1,1,0,2,1,5,1,1,3,3,52,2,3,0,6,1,1,3,3
29452.5,2,1,2,4230,25,14,1,2,2,1,58,11,12,0,1,2,1,2,5,2,1,2,3,1,0,0,2,0,0,0,1,2,5,5,7,0,0,5,1,2,2,1,1,8,1,1,1,1,1,1,1,48,2,2,4,6,1,1,1,1
36146.25,1,2,2,4760,31,18,5,0,5,1,48,14,12,1,1,2,1,3,6,1,5,1,3,1,0,0,3,0,0,0,1,3,6,5,3,2,0,5,2,1,2,1,1,3,1,1,2,1,1,1,1,52,2,3,3,6,1,1,2,2
29452.5,1,2,2,140,50,62,1,1,7,1,66,12,12,1,1,1,1,4,6,2,1,1,3,2,8,4,2,0,0,0,1,2,6,5,5,4,0,6,1,2,2,1,3,3,1,1,3,1,3,1,2,52,2,3,3,6,1,1,1,2
24097.5,1,2,2,5120,45,48,1,1,4,1,50,12,13,1,1,2,1,2,6,2,3,1,3,1,0,0,2,0,0,0,1,1,6,5,5,2,0,4,1,1,2,11,2,3,1,1,1,1,1,2,1,0,2,3,2.898961068615139,6,1,1,2,2
29452.5,7,2,2,6050,27,18,1,2,5,1,49,16,10,3,1,2,1,5,5,3,3,1,2,1,0,1,3,0,0,0,1,2,5,6,11,5,0,5,2,1,2,1,1,2,2,0,4,1,1,2,1,0,2,3,2.898961068615139,4,2,2,2,2
64260,1,2,2,4700,38,39,3,2,3,1,44,15,16,2,3,1,1,1,5,2,1,1,3,1,0,2,1,0,0,0,1,1,5,6,11,6,0,6,2,1,3,1,2,5,2,1,2,1,2,2,1,52,3,3,1,6,2,2,2,1
36146.25,2,1,0,2340,38,32,1,2,2,1,37,16,16,3,3,2,1,6,7,3,0,1,4,1,0,0,4,1,1,0,1,2,5,6,11,0,0,2,2,2,3,1,3,2,2,1,2,2,2,3,1,30,3,3,1,3,2,2,2,1
24097.5,1,2,2,4250,37,33,1,2,6,1,59,12,12,1,1,1,1,2,5,2,2,2,1,1,0,0,2,0,0,0,1,1,5,6,11,5,0,4,1,1,2,11,2,1,3,1,4,4,3,1,1,52,2,3,2.898961068615139,6,1,2,3,3
146153.66858505,4,2,2,735,57,79,3,2,2,0,52,16,16,3,3,2,1,4,6,3,1,2,4,1,0,0,1,0,0,0,1,1,5,6,11,5,0,4,1,1,2,1,3,5,1,1,1,1,3,2,1,40,3,3,2.898961068615139,6,2,2,2,1
24097.5,5,2,2,7010,49,59,1,0,0,1,67,14,6,2,0,1,1,3,5,1,5,1,2,1,0,0,2,0,0,0,1,1,5,6,11,4,0,4,1,1,2,4,3,1,4,2,6,1,1,3,2,0,2,3,3,3,2,2,4,4
74970,1,2,2,430,39,42,1,2,2,1,47,16,12,3,1,1,1,2,4,3,1,1,2,1,0,0,3,0,1,0,1,2,5,6,11,5,0,5,1,1,2,1,2,3,2,1,5,1,1,2,2,52,3,3,1,5,2,2,2,2
74970,1,2,2,725,49,63,1,0,5,1,44,18,7,2,0,2,1,3,5,3,5,2,2,1,0,0,4,0,1,1,1,3,5,6,11,0,0,4,2,1,2,1,1,1,2,1,2,1,1,2,2,52,2,2,3,6,2,1,2,2
64260,1,2,2,1020,60,78,1,2,1,1,50,12,16,1,3,1,1,2,4,3,1,1,2,1,0,4,3,0,0,1,1,3,5,6,10,2,0,4,1,1,3,4,3,2,4,0,4,1,2,3,2,52,3,3,1,2,2,2,4,4
267.75,5,2,2,6230,44,49,3,0,2,1,68,9,10,0,0,1,1,2,5,1,5,2,1,1,0,0,1,0,0,0,1,0,5,6,10,3,0,6,1,1,2,1,3,7,1,0,2,1,3,1,2,0,2,3,1,6,1,2,2,3
146153.66858505,1,2,2,3910,50,66,1,2,4,1,44,18,13,4,1,1,1,2,4,3,3,1,2,1,0,0,5,0,1,1,1,4,5,6,10,6,0,6,2,1,2,1,1,5,1,1,2,1,1,2,1,52,3,3,1,5,2,1,2,2
