REALINC,WRKSTAT,WRKSLF,WRKGOVT,OCC10,PRESTG10,PRESTG105PLUS,MARITAL,PAWRKSLF,SIBS,CHILDS,AGE,EDUC,MAEDUC,DEGREE,MADEG,SEX,RACE,RES16,REG16,MOBILE16,FAMILY16,MAWRKGRW,INCOM16,BORN,PARBORN,GRANBORN,HOMPOP,BABIES,PRETEEN,TEENS,ADULTS,EARNRS,REGION,SRCBELT,SIZE,PARTYID,PRES16,POLVIEWS,NATROAD,CAPPUN,COURTS,RELIG,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,RELIG16,FUND16,BIBLE,HAPPY,WEEKSWRK,CLASS,PHONE,TVHOURS,GOD,REBORN,SAVESOUL,RELPERSN,SPRTPRSN
21285,1,2,2,230,59,80,5,2,1,0,53,12,12,1,1,2,1,5,3,1,1,2,4,1,0,2,1,0,0,0,1,1,3,3,57,1,0,4,2,1,2,2,2,2,2,1,2,2,2,2,2,52,3,3,4,6,2,2,3,3
31927.5,1,2,2,120,53,65,1,2,2,1,41,16,14,3,2,1,1,6,3,3,1,1,2,2,8,4,4,1,1,0,1,1,3,3,57,1,0,4,1,1,2,2,2,4,2,2,1,2,2,3,1,52,3,6,2,6,2,2,2,3
5321.25,1,2,2,4010,38,29,5,2,4,1,23,13,12,2,1,2,1,3,3,1,1,1,3,1,0,0,6,0,1,1,1,1,3,3,30,5,0,2,1,1,2,2,2,1,2,1,6,2,2,1,2,52,3,3,1,6,2,1,3,2
21285,7,2,2,8310,31,18,1,1,8,1,36,6,4,0,0,2,3,2,0,3,1,2,3,2,8,4,5,1,1,1,1,1,3,3,30,5,0,5,2,2,3,2,2,7,2,1,4,2,2,2,1,0,2,6,2.898961068615139,6,2,1,2,2
2601.5,6,2,1,4250,37,33,5,1,4,1,23,10,14,1,1,1,2,3,3,1,2,1,3,1,0,0,2,0,0,0,1,0,3,3,30,1,0,6,2,1,1,4,3,0,4,2,3,2,2,2,2,0,2,6,12,6,1,1,3,2
39022.5,4,2,2,430,39,42,1,1,3,0,64,18,20,4,4,2,1,2,2,3,1,1,3,1,0,2,2,0,0,0,1,2,3,3,44,6,0,7,1,1,2,1,2,5,1,1,1,1,1,2,2,20,3,3,3,6,1,1,2,2
134817.4399,1,2,2,4840,43,51,1,2,1,1,50,18,16,3,3,1,1,3,7,3,1,1,3,1,0,0,2,0,0,0,1,1,3,3,44,1,0,2,1,2,1,4,3,0,4,2,6,1,3,3,2,52,4,3,2,1,2,1,4,4
31927.5,5,2,2,4920,49,69,1,2,3,1,74,16,12,3,1,1,1,6,3,2,1,2,3,1,0,2,2,0,0,0,1,1,3,3,44,0,0,2,2,2,1,2,2,8,1,1,1,2,2,2,1,0,3,3,2,6,1,2,2,2
134817.4399,1,2,2,4850,45,55,1,1,2,1,45,17,12,3,1,2,1,3,3,2,1,1,2,1,0,0,3,0,1,0,1,2,3,3,30,7,0,4,1,1,3,1,2,1,2,1,6,1,1,2,2,52,3,3,2,3,2,2,3,3
13007.5,5,1,2,4510,36,27,2,2,6,1,69,12,12,1,1,2,1,4,3,2,1,1,2,1,0,4,1,0,0,0,1,1,3,3,30,6,0,4,1,1,3,1,1,4,2,1,2,1,1,1,2,0,2,2,2,6,1,1,2,2
56760,1,2,2,7410,46,48,1,2,2,1,36,12,12,1,1,1,1,5,3,2,1,2,2,1,0,0,2,0,0,0,1,2,3,3,30,5,0,6,2,1,2,2,2,6,2,1,2,1,2,2,2,52,2,6,2,6,2,2,2,3
66220,1,1,2,810,55,69,1,1,8,1,38,15,12,1,1,1,1,5,3,1,1,1,3,1,0,0,2,0,0,0,1,1,3,3,30,5,0,4,3,1,2,2,2,2,2,2,5,2,2,2,2,52,3,6,1,5,2,2,3,3
66220,3,2,2,2200,74,94,1,2,2,1,42,20,12,4,1,2,1,3,3,1,1,1,3,1,0,0,3,0,1,0,1,2,3,3,30,0,0,2,2,2,3,2,2,3,2,0,2,2,2,3,1,52,3,6,2.898961068615139,4,2,1,2,1
66220,2,1,2,940,52,61,1,2,4,1,70,18,16,4,3,1,1,1,3,2,1,1,2,1,0,0,2,0,0,0,1,2,3,3,30,5,0,6,2,1,2,1,3,3,2,1,2,1,1,2,2,40,3,3,2.898961068615139,6,2,1,1,2
56760,6,2,2,7000,43,43,1,2,1,1,70,16,14,3,1,1,1,3,6,3,1,1,3,1,0,0,3,0,0,0,1,1,3,3,30,4,0,6,1,1,2,1,3,7,2,1,4,1,3,2,2,0,3,3,2,5,2,1,2,2
47300,1,2,2,3420,55,74,1,2,3,1,53,13,12,1,1,2,1,3,3,2,1,1,4,1,0,1,2,0,0,0,1,2,3,3,30,7,0,3,1,1,2,2,2,0,2,1,1,2,2,2,1,52,3,3,1,5,2,1,2,3
39022.5,1,2,2,110,60,83,1,1,2,0,29,18,12,3,1,1,1,3,3,1,1,1,4,1,1,3,2,0,0,0,1,2,3,3,41,2,0,4,1,2,1,2,2,1,2,1,5,2,2,2,2,52,3,6,3,5,2,2,3,3
2601.5,1,2,2,8740,39,38,5,2,3,1,35,11,12,0,1,2,1,3,3,2,1,2,1,1,0,0,3,0,1,0,1,1,3,3,6,1,0,4,2,1,2,2,2,0,2,1,3,2,2,2,2,23,1,6,6,3,2,2,4,2
47300,8,2,1,2010,54,68,1,2,3,1,50,16,16,4,3,2,1,4,3,3,1,1,4,1,0,0,3,0,0,1,1,2,3,3,6,0,0,2,1,1,3,4,3,0,4,1,3,2,2,3,2,30,3,3,2.898961068615139,3,2,2,3,2
134817.4399,1,1,2,310,39,40,3,0,0,1,40,12,12,1,1,1,1,5,3,3,7,1,2,1,0,0,1,0,0,0,1,1,3,3,6,0,0,3,1,1,1,4,3,1,4,2,6,2,2,3,1,52,3,3,0,2,2,2,4,3
134817.4399,1,2,1,630,47,59,5,1,0,0,30,16,12,3,1,2,1,5,5,1,1,1,4,1,0,1,2,0,0,0,1,3,5,4,27,6,0,6,1,2,2,2,2,7,1,1,3,2,2,2,1,52,3,6,2.898961068615139,5,2,2,2,2
134817.4399,1,2,2,1007,63,80,1,1,2,1,49,16,14,3,2,1,1,5,5,2,1,1,4,1,0,0,4,0,1,1,1,2,5,4,27,5,0,6,3,1,2,1,2,7,1,1,1,1,2,2,2,52,3,3,1,6,1,1,1,1
134817.4399,1,2,1,2540,48,50,5,2,2,0,24,16,20,3,4,2,1,2,5,1,1,1,4,1,0,0,4,0,0,0,1,4,5,5,4,3,0,4,1,1,2,1,3,7,3,2,2,1,2,2,2,16,3,4,2.898961068615139,6,2,1,2,3
31927.5,3,2,2,1107,48,62,3,2,6,1,43,16,17,3,3,1,1,1,5,1,3,1,4,1,0,0,2,0,0,0,1,2,5,4,14,3,0,4,1,1,2,2,2,2,2,1,5,2,2,2,2,52,3,4,2,5,2,2,4,4
134817.4399,1,2,2,4700,38,39,1,2,1,0,52,12,3,1,0,1,1,5,5,2,1,2,1,1,8,4,2,0,0,0,1,2,5,4,14,6,0,6,1,2,3,10,3,5,1,1,1,10,3,2,1,52,3,3,0,6,2,2,1,2
134817.4399,2,2,2,3730,38,40,1,2,4,1,63,16,8,3,0,1,1,6,5,2,1,1,2,1,0,0,2,0,0,0,1,2,5,4,14,2,0,2,1,2,3,4,3,0,4,0,6,1,3,3,2,52,4,3,4,2,2,2,4,3
134817.4399,1,1,2,20,50,65,1,1,4,1,60,13,14,1,2,1,1,5,5,1,1,1,3,1,0,2,3,0,0,0,1,3,5,4,14,2,0,2,1,2,1,4,3,0,4,2,6,2,2,3,3,52,3,4,1,1,2,2,4,4
134817.4399,1,1,2,800,60,85,1,2,3,1,49,16,20,3,4,1,1,4,2,3,1,1,4,1,1,2,3,0,0,1,1,4,5,2,621,5,0,5,1,1,2,3,3,8,1,1,1,3,3,1,1,50,3,3,1,5,2,2,2,3
66220,1,2,1,2320,64,91,1,2,2,1,36,18,12,4,1,2,1,5,2,3,1,1,3,1,0,0,3,1,0,0,1,2,5,2,621,5,0,4,2,1,2,1,3,3,3,1,2,1,2,2,1,40,3,6,1,6,2,2,2,2
134817.4399,1,2,2,7200,45,50,5,1,2,0,19,10,16,0,3,1,1,5,5,1,1,1,4,1,0,1,5,0,0,1,1,3,5,2,621,2,0,4,2,1,2,3,3,2,2,1,5,3,3,2,2,35,2,6,2.898961068615139,6,2,2,4,4
56760,2,2,2,1820,71,94,1,2,1,1,57,20,3,4,0,1,1,6,0,3,1,1,2,2,8,4,5,0,0,1,1,3,5,2,621,5,0,4,2,1,2,3,3,8,1,1,1,3,3,1,3,52,3,3,2,6,2,2,1,1
26015,1,2,2,7200,45,50,1,0,1,1,33,12,3,1,0,1,3,2,0,3,7,2,1,2,8,4,3,0,0,0,1,1,5,3,10,3,0,2,2,2,2,1,2,8,3,2,2,2,2,1,2,50,2,6,1,6,1,1,2,2
13007.5,4,2,1,4600,35,28,1,2,4,1,46,12,8,1,0,2,2,3,5,3,1,1,1,1,0,3,3,0,0,0,1,1,5,3,10,0,0,3,3,1,2,1,1,2,2,1,2,2,2,1,2,0,3,3,5,6,1,1,3,3
13007.5,2,2,2,2330,61,83,2,2,6,1,70,18,12,4,1,2,2,3,3,3,1,2,3,1,0,0,1,0,0,0,1,1,5,1,71,0,0,2,1,2,1,3,3,3,1,2,2,3,3,3,2,26,3,3,3,6,2,2,3,1
39022.5,2,2,1,5330,49,57,3,0,4,1,58,16,16,3,3,2,2,6,3,3,5,1,1,1,0,0,3,0,0,0,1,2,5,1,71,1,0,4,1,2,1,1,3,7,1,1,2,2,2,2,2,26,3,6,5,6,2,1,2,2
39022.5,1,2,1,2200,74,94,3,2,0,1,36,20,20,4,4,2,2,6,5,3,1,1,2,1,0,0,2,1,0,0,1,1,5,1,71,2,0,4,1,2,1,1,1,7,1,1,2,1,1,2,2,52,2,6,1,6,1,1,1,1
17737.5,5,2,2,9120,35,27,1,2,4,1,41,12,6,1,0,2,1,5,5,2,1,1,2,1,0,0,2,0,0,0,1,2,5,5,7,0,0,4,2,1,1,1,1,3,2,0,1,1,1,1,3,44,2,3,2.898961068615139,6,1,1,2,2
47300,1,2,2,220,53,75,3,2,4,1,58,12,12,1,1,1,1,5,5,2,1,2,4,1,0,0,2,0,0,0,1,1,5,5,7,4,0,6,1,1,2,1,1,5,3,1,2,1,2,1,2,52,2,6,2.898961068615139,6,2,1,2,3
134817.4399,1,2,2,5000,46,54,1,1,4,1,52,14,12,1,1,2,1,5,5,2,1,2,3,1,2,2,4,0,0,1,1,4,5,5,7,2,0,7,1,2,3,2,2,7,1,1,2,2,2,2,2,52,3,3,2.898961068615139,6,1,1,1,2
26015,4,2,2,1740,65,88,3,0,4,1,63,20,14,4,1,2,1,5,1,3,5,1,2,1,0,0,1,0,0,0,1,1,5,1,602,0,0,1,1,2,3,1,3,3,2,0,6,1,3,3,3,28,3,6,2,2,2,2,3,1
134817.4399,1,2,2,2200,74,94,1,1,2,1,70,16,12,3,1,1,1,5,4,3,1,1,4,1,0,2,3,0,0,1,1,2,5,1,602,0,0,1,1,2,3,4,3,1,4,2,6,1,3,3,1,52,4,3,2.898961068615139,1,2,2,3,2
134817.4399,1,2,1,1800,64,88,5,1,1,0,63,20,12,4,1,1,1,6,2,3,1,1,3,1,0,4,1,0,0,0,1,1,5,1,602,5,0,3,2,1,3,3,3,1,2,2,5,3,3,2,2,52,3,3,4,2,2,2,3,3
134817.4399,5,1,2,2100,69,89,1,1,2,1,88,20,18,4,4,1,1,6,1,3,1,1,3,1,0,0,2,0,0,0,1,0,5,1,602,0,0,2,1,2,3,4,3,2,4,0,5,1,2,3,2,0,4,3,2,2,2,2,4,4
134817.4399,1,2,2,2320,64,91,1,2,4,0,34,16,16,3,3,2,1,3,4,3,1,1,3,1,0,0,2,0,0,0,1,2,5,1,602,0,0,3,2,2,1,2,2,7,1,1,2,2,2,2,2,47,4,6,2,5,2,2,1,1
13007.5,5,2,2,3600,48,50,2,2,3,1,77,12,12,1,1,2,1,3,3,3,1,2,3,1,0,0,1,0,0,0,1,0,5,3,16,6,0,7,2,2,2,2,2,8,1,1,2,1,3,2,2,0,3,3,3,6,1,1,1,1
21285,1,2,2,540,46,53,3,1,4,1,38,17,12,3,1,2,2,4,2,3,1,2,1,1,0,0,1,0,0,0,1,1,5,3,16,1,0,5,2,1,2,11,2,4,2,1,2,2,2,2,3,52,2,2,1,6,1,1,2,1
56760,1,2,1,800,60,85,5,2,3,0,40,16,14,3,1,2,1,5,2,3,1,2,3,1,0,0,1,0,0,0,1,1,5,3,16,1,0,4,2,1,2,1,3,2,2,1,2,2,2,2,2,52,3,6,3,5,2,2,3,3
47300,2,1,2,1030,55,83,1,2,2,1,37,16,13,3,1,2,2,4,5,2,1,1,5,1,0,0,5,0,1,0,1,2,5,3,16,1,0,3,1,2,2,1,1,4,2,1,2,1,1,2,3,30,2,6,2.898961068615139,6,1,1,2,2
47300,1,2,2,710,51,72,1,1,1,0,35,17,18,3,4,2,1,6,0,3,1,1,3,2,2,2,3,0,0,0,1,2,5,3,16,1,0,3,1,2,2,1,1,7,1,1,1,2,2,2,1,52,3,6,2,6,1,1,2,1
39022.5,1,2,1,1050,48,55,5,0,1,0,32,13,12,1,1,1,2,6,5,3,5,1,1,1,0,0,2,0,0,0,1,1,5,3,16,1,0,4,3,2,2,11,2,7,1,1,1,11,2,1,1,50,3,3,2,6,1,1,4,1
47300,7,2,2,10,72,90,5,2,3,0,55,20,16,4,3,1,1,5,5,1,1,2,4,1,0,0,2,0,0,0,1,1,5,3,48,6,0,5,1,2,3,4,3,0,4,2,6,4,3,3,3,0,3,3,2,2,2,2,4,2
47300,1,2,2,9120,35,27,1,0,6,0,39,15,12,1,1,1,2,6,5,3,5,1,2,1,0,0,2,0,0,0,1,2,5,3,21,4,0,5,2,1,3,11,2,6,1,1,2,4,3,1,1,52,2,3,2,6,1,1,2,1
4257,3,2,2,4720,28,16,5,0,3,0,22,10,12,1,1,2,2,6,5,2,5,1,3,1,0,0,2,0,0,0,1,1,5,3,21,1,0,6,1,1,2,1,2,7,1,1,2,1,2,1,1,10,2,6,5,6,1,1,1,1
39022.5,1,2,2,4760,31,18,5,2,2,0,25,16,12,3,1,1,2,5,0,3,0,1,2,2,8,4,3,0,0,0,1,2,5,3,21,1,0,4,1,2,3,2,2,6,2,2,3,2,2,2,2,40,2,3,2.898961068615139,6,1,1,2,2
21285,7,2,2,5860,32,26,2,2,2,1,89,12,12,1,1,2,1,4,2,3,1,1,3,1,0,0,1,0,0,0,1,0,5,3,21,1,0,3,2,2,2,1,3,0,2,2,5,1,3,2,2,0,3,3,2.898961068615139,6,2,2,2,2
66220,1,1,2,520,45,49,1,2,2,1,45,12,14,1,1,1,1,4,5,2,1,1,3,1,0,0,2,0,0,0,1,2,5,6,4,5,0,4,2,1,2,1,1,1,2,0,1,1,1,2,1,52,3,4,2.898961068615139,5,2,2,3,2
17737.5,1,2,2,4620,35,28,5,1,2,0,25,16,20,3,4,2,1,5,1,2,1,2,4,1,2,4,2,0,0,0,1,1,1,1,618,1,0,2,1,1,2,4,3,0,4,1,6,4,3,2,1,52,3,6,2.898961068615139,3,2,2,4,2
26015,1,1,2,4920,49,69,5,2,1,0,24,16,19,3,4,1,1,4,1,3,1,1,4,1,0,0,2,0,0,0,1,2,1,1,618,0,0,3,1,2,1,4,3,1,4,2,6,2,2,3,1,51,3,6,2.898961068615139,1,2,2,4,4
21285,5,2,2,1006,65,90,5,2,1,0,66,16,16,3,3,2,1,3,5,3,1,1,3,1,0,0,1,0,0,0,1,0,1,1,618,0,0,2,1,2,3,1,3,0,2,0,6,1,1,2,2,0,3,3,4,2,2,2,4,4
39022.5,1,2,2,1910,47,49,1,2,2,0,36,20,19,4,4,1,1,4,1,3,1,1,4,1,0,0,2,0,0,0,1,2,1,1,618,1,0,4,1,2,1,4,3,0,4,2,6,2,2,3,1,51,3,6,0,3,2,2,4,3
66220,1,2,2,800,60,85,5,2,3,0,44,17,12,4,1,1,1,5,1,1,3,1,3,1,0,0,4,0,1,0,1,3,1,5,16,4,0,5,2,2,2,2,2,3,2,2,6,2,2,2,1,28,2,3,0,5,2,2,3,3
134817.4399,2,1,2,850,63,84,1,2,1,1,59,20,16,4,3,1,1,3,5,3,1,1,3,1,0,0,3,0,0,1,1,2,1,3,28,0,0,3,1,2,2,1,3,5,2,2,4,1,3,2,2,25,4,3,2.898961068615139,4,2,2,3,2
39022.5,1,2,2,1860,66,86,1,2,2,1,50,16,20,3,4,1,3,4,1,3,1,1,4,1,0,1,2,0,0,0,1,2,1,3,43,2,0,2,3,2,3,4,3,3,4,2,6,4,3,3,1,52,3,3,1,2,2,2,4,4
6503.75,5,1,2,1530,70,97,5,0,2,0,66,16,12,3,1,1,1,3,2,3,5,1,2,1,0,4,1,0,0,0,1,0,1,3,43,0,0,2,1,2,3,4,3,0,4,2,5,10,3,3,2,0,3,6,1,2,2,2,4,3
39022.5,1,2,2,1460,70,94,1,1,2,0,28,16,16,3,3,1,1,3,1,2,1,1,5,1,0,0,2,0,0,0,1,2,1,3,76,2,0,3,1,2,2,4,3,2,4,2,6,1,3,3,2,52,3,6,2,2,2,2,4,3
7686.25,6,2,2,5700,47,55,3,0,3,1,29,12,14,1,1,2,2,6,1,2,7,1,2,1,0,0,2,0,1,0,1,1,1,1,105,0,0,4,2,2,1,1,1,3,1,1,2,1,1,2,1,20,3,6,1,6,1,2,2,1
134817.4399,5,1,2,4700,38,39,1,1,1,1,71,18,12,4,1,1,1,6,3,3,1,2,2,1,0,2,2,0,0,0,1,1,1,5,9,5,0,6,1,1,2,1,3,2,2,1,5,2,2,2,1,0,4,3,2.898961068615139,5,2,2,3,3
31927.5,5,2,2,50,53,73,1,1,1,1,72,17,14,3,1,1,1,3,1,1,1,2,2,1,0,2,2,0,0,0,1,0,1,5,9,5,0,5,1,1,2,2,2,2,2,2,3,2,2,2,2,0,3,3,2.898961068615139,3,2,2,3,3
47300,1,2,1,2310,61,85,1,1,3,1,45,18,12,4,1,2,1,4,1,2,1,1,4,1,0,1,2,0,0,0,1,2,1,5,9,4,0,4,2,2,2,2,2,4,2,1,2,2,2,2,2,52,3,6,2,6,2,2,3,2
2128.5,4,2,2,4220,24,15,3,2,4,1,55,10,14,1,1,1,2,3,1,1,1,2,4,1,0,2,1,0,0,0,1,0,1,4,95,1,0,4,3,2,1,2,2,5,1,2,1,2,2,2,2,0,2,6,2.898961068615139,3,1,1,1,1
4257,7,2,2,3600,48,50,2,0,1,1,74,12,6,1,0,2,1,3,0,3,5,2,2,2,6,4,1,0,0,0,1,1,1,4,95,0,0,5,2,2,3,1,3,3,1,2,2,2,2,1,3,32,2,3,3,3,1,2,3,3
1655.5,4,1,2,6420,35,26,5,1,8,0,38,9,5,0,0,1,1,3,1,1,0,1,2,1,8,4,2,0,0,0,1,0,1,4,95,0,0,5,3,1,2,2,2,7,1,1,2,2,2,3,2,0,3,6,2.898961068615139,6,1,1,3,1
13007.5,1,2,2,2010,54,68,5,2,1,0,28,16,12,3,1,1,1,3,2,3,1,2,4,1,0,1,3,0,1,0,1,1,1,4,29,2,0,4,1,1,2,2,2,0,2,1,6,2,2,2,1,52,2,6,4,5,2,2,4,3
3074.5,4,2,1,5860,32,26,3,2,4,1,53,14,12,2,1,2,1,5,1,2,1,1,3,1,0,4,1,0,0,0,1,1,1,4,29,1,0,3,3,1,1,2,2,4,2,1,5,2,2,2,2,26,2,3,5,5,2,2,3,2
39022.5,1,2,2,4300,29,15,3,2,4,1,40,14,10,2,1,2,1,3,1,2,1,2,4,1,0,2,2,0,0,1,1,2,1,4,29,4,0,4,3,1,2,1,1,1,2,1,3,2,2,2,2,52,2,6,2.898961068615139,6,2,1,3,3
39022.5,1,2,2,3255,64,87,1,2,3,1,55,16,12,3,1,2,1,3,1,1,1,1,3,1,0,2,4,0,0,1,1,4,1,4,29,3,0,4,1,1,2,2,2,7,1,1,3,2,2,2,2,52,3,3,2,6,2,2,2,3
134817.4399,5,2,2,150,52,76,1,2,6,1,70,12,12,1,1,1,1,3,1,2,1,2,3,1,0,4,4,0,0,0,1,2,1,5,6,3,0,5,1,1,1,2,2,2,2,2,6,2,2,3,1,0,3,3,2.898961068615139,2,2,2,4,4
56760,1,2,1,740,33,28,3,2,1,1,52,16,11,3,1,2,1,3,1,2,0,1,4,1,0,0,2,0,0,0,1,1,1,5,6,1,0,3,1,1,2,2,2,0,2,1,5,2,2,3,2,52,2,6,3,2,2,2,4,2
47300,1,2,1,6320,42,45,1,2,9,1,63,13,12,1,1,1,1,2,1,2,1,2,3,1,0,4,2,0,0,0,1,2,1,5,6,1,0,6,1,1,2,1,3,0,2,1,5,2,2,2,2,52,2,3,5,4,2,2,3,4
134817.4399,1,2,2,10,72,90,1,2,2,1,38,17,12,3,1,1,1,3,2,3,1,1,3,1,0,0,2,0,0,0,1,2,1,5,6,2,0,5,1,1,2,2,2,5,2,1,5,2,2,2,1,52,3,3,2.898961068615139,3,2,2,4,4
31927.5,1,2,2,6820,40,40,5,2,3,1,31,12,15,0,1,1,1,4,1,1,1,1,2,1,1,1,5,1,1,0,1,2,1,4,40,3,0,5,3,1,2,4,3,0,4,2,6,4,3,3,2,52,2,6,3,3,2,2,4,3
66220,1,2,1,2310,61,85,1,2,4,1,60,16,16,4,1,2,1,1,1,2,1,1,3,1,0,0,2,0,0,0,1,2,1,4,40,2,0,3,1,2,2,2,2,2,3,1,2,2,2,2,2,52,3,3,1,6,2,1,2,2
66220,1,2,2,10,72,90,3,2,3,1,59,16,12,3,1,1,1,4,1,2,1,1,5,1,0,2,1,0,0,0,1,1,1,4,40,1,0,4,1,1,2,2,2,5,1,1,2,2,2,2,2,52,3,3,4,6,2,2,1,2
134817.4399,1,2,1,2000,51,64,1,2,3,1,54,18,12,4,1,2,1,4,1,2,1,1,4,1,2,2,3,0,0,0,1,2,1,4,40,2,0,3,2,2,2,2,2,5,2,1,1,2,2,3,1,52,3,3,2.898961068615139,5,2,2,2,1
134817.4399,1,2,2,2100,69,89,1,1,2,1,38,16,20,4,4,1,1,6,0,3,1,1,4,2,8,4,4,1,0,0,1,1,9,3,32,2,0,2,1,2,1,3,3,2,2,2,6,3,3,3,1,52,3,6,2.898961068615139,2,2,2,4,4
134817.4399,1,2,2,1010,63,87,1,0,1,1,47,18,18,4,4,2,1,3,9,2,5,1,2,1,0,0,2,0,0,0,1,2,9,3,32,1,0,3,2,2,3,4,3,0,4,0,5,1,3,3,2,52,4,3,2.898961068615139,3,2,2,4,3
47300,1,2,2,630,47,59,5,2,1,0,25,16,12,3,1,1,1,5,8,3,1,1,2,1,0,1,2,0,0,0,1,1,9,3,32,0,0,2,1,2,1,11,2,3,1,0,3,11,2,2,1,52,3,6,2.898961068615139,5,2,2,2,2
47300,1,2,2,5000,46,54,1,2,0,0,57,18,17,4,3,2,1,5,9,1,1,1,3,1,0,0,2,0,0,0,1,2,9,3,32,1,0,2,2,2,3,1,3,2,1,0,4,1,3,3,2,52,3,3,2.898961068615139,3,2,2,3,2
39022.5,1,1,2,4850,45,55,5,1,2,1,66,12,12,1,1,1,1,6,3,3,1,1,4,1,2,3,1,0,0,0,1,1,9,1,805,0,0,1,1,1,3,2,2,2,2,1,4,2,2,3,3,52,3,3,2.898961068615139,6,2,2,2,2
39022.5,5,1,2,310,39,40,1,2,6,1,69,12,4,0,0,1,1,3,0,3,8,2,2,2,8,4,2,0,0,0,1,1,9,1,805,0,0,4,2,2,2,10,3,5,1,1,4,10,3,1,1,0,3,3,2.898961068615139,6,2,2,2,2
134817.4399,1,2,1,1650,63,80,1,2,1,1,50,17,8,4,0,2,3,6,0,3,1,1,2,2,8,4,2,0,0,0,1,2,9,1,805,3,0,4,2,1,2,4,3,1,4,0,6,4,3,2,2,52,3,3,2.898961068615139,3,2,2,4,4
31927.5,1,2,1,3300,61,84,1,1,6,1,65,13,0,1,0,2,3,5,0,3,1,2,4,2,8,4,3,0,0,0,1,3,9,1,805,3,0,4,2,1,2,1,3,5,2,2,2,1,1,2,1,52,2,6,3,6,2,2,3,3
21285,1,1,2,1760,42,42,3,2,2,1,65,18,14,4,2,1,1,2,2,3,1,1,4,1,0,1,1,0,0,0,1,1,9,3,9,4,0,6,2,1,2,1,3,0,3,1,6,1,3,4,3,52,3,6,2.898961068615139,3,2,2,3,3
56760,1,1,2,8500,42,43,3,2,2,1,66,18,12,3,1,1,1,4,5,3,1,1,3,1,0,0,1,0,0,0,1,1,9,3,9,2,0,3,1,2,1,1,1,0,2,2,5,1,1,3,2,52,3,4,3,3,2,2,3,3
39022.5,7,2,2,1410,73,94,1,2,0,1,40,16,16,4,3,2,3,6,0,3,1,1,1,2,8,4,4,1,1,0,1,1,9,3,9,4,0,4,1,2,2,4,3,0,4,2,6,4,3,2,2,0,3,6,2.898961068615139,1,2,2,4,4
15372.5,1,2,2,7950,40,32,1,1,8,1,36,9,8,0,0,1,3,3,0,3,1,2,4,2,8,4,5,0,1,0,1,2,9,3,29,3,0,4,2,2,3,1,2,7,1,1,2,1,2,1,1,52,1,6,3,6,1,1,1,1
21285,1,2,1,3600,48,50,3,2,3,1,37,15,15,1,1,2,2,6,9,2,1,1,5,1,0,0,3,0,1,1,1,1,9,3,29,3,0,4,3,1,2,4,3,1,4,0,2,2,2,2,2,52,2,3,2.898961068615139,6,2,2,4,4
39022.5,1,2,2,2010,54,68,5,0,2,1,34,13,15,1,2,2,2,6,9,2,5,1,1,1,0,0,2,1,0,0,1,1,9,3,29,0,0,1,1,2,1,11,2,1,3,0,1,1,1,2,3,52,2,6,2.898961068615139,6,1,2,2,2
26015,1,1,1,940,52,61,5,2,2,0,69,16,16,3,3,2,1,6,0,3,1,2,3,1,0,1,1,0,0,0,1,1,9,1,391,7,0,5,1,1,2,1,3,0,2,1,2,1,3,2,3,11,3,3,2.898961068615139,3,2,2,4,3
26015,5,2,2,136,53,73,1,0,5,1,68,14,8,1,0,2,2,4,7,3,5,1,3,1,0,0,2,0,0,0,1,1,9,1,391,0,0,3,2,2,3,1,1,8,1,1,1,1,1,1,1,2,2,3,3,6,1,1,1,1
47300,1,2,2,7420,33,28,1,1,2,1,32,13,15,1,1,1,2,4,9,1,1,1,2,1,2,2,4,1,1,0,1,1,9,1,391,2,0,2,3,2,1,1,1,1,2,2,5,1,1,2,2,48,2,3,2.898961068615139,5,2,2,3,3
17737.5,5,2,2,5400,38,29,1,1,0,0,74,12,7,1,0,2,1,4,9,1,1,2,3,1,0,4,2,0,0,0,1,0,9,1,391,6,0,7,3,1,2,2,2,0,2,1,5,2,2,2,2,0,3,3,12,6,2,2,2,3
11233.75,1,2,2,6600,27,16,5,2,10,1,31,9,0,1,0,1,3,1,0,3,1,2,1,2,8,4,4,1,0,0,1,1,9,1,391,3,0,4,2,2,3,2,2,1,3,1,5,2,2,1,1,45,2,6,2,5,2,2,3,3
47300,1,2,2,120,53,65,1,1,11,0,56,16,6,3,0,2,3,4,0,3,1,2,2,2,8,4,2,0,0,0,1,1,9,1,391,4,0,4,1,1,2,2,2,7,3,0,1,2,2,2,1,52,3,3,2,6,2,1,2,2
15372.5,1,2,1,2300,53,68,5,0,7,1,37,16,5,2,0,2,2,6,9,1,5,1,1,1,2,2,2,0,0,0,1,1,9,1,391,1,0,1,2,2,2,4,3,0,4,2,3,1,1,3,2,40,2,6,2,3,2,2,4,3
66220,5,2,2,7000,43,43,1,2,1,1,50,14,16,1,1,1,1,5,9,2,1,2,4,1,0,1,5,1,0,1,1,3,9,3,23,1,0,1,2,1,1,4,3,0,4,1,6,11,2,3,1,0,3,3,2.898961068615139,3,2,2,4,1
